DLL Path: C:\Windows\System32\msdart.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
?_PredTrue@CLKRLinearHashTable@@CA?AW4LK_PREDICATE@@PEBXPEAX@Z                                       0x3d803eae                                         
?_ReadLockSpin@CReaderWriterLock2@@AEAAXXZ                                                           0xb6f61c02                                         
?_ReadLockSpin@CReaderWriterLock3@@AEAAXW4SPIN_TYPE@1@@Z                                             0x74b77902                                         
?_ReadLockSpin@CReaderWriterLock3AR@@AEAAXW4SPIN_TYPE@1@@Z                                           0x7dea8895                                         
?_ReadLockSpin@CReaderWriterLock@@AEAAXXZ                                                            0xc22253d0                                         
?_ReadOrWriteLock@CLKRLinearHashTable@@AEBA_NXZ                                                      0x31149fcf                                         
?_ReadOrWriteUnlock@CLKRLinearHashTable@@AEBAX_N@Z                                                   0xd09ae272                                         
?_RemoveThisFromGlobalList@CLKRHashTable@@AEAAXXZ                                                    0x38d9a2d4                                         
?_RemoveThisFromGlobalList@CLKRLinearHashTable@@AEAAXXZ                                              0x0af8050f                                         
?_SegIndex@CLKRLinearHashTable@@AEBAKK@Z                                                             0x3623fee6                                         
?_Segment@CLKRLinearHashTable@@AEBAAEAPEAVCSegment@@K@Z                                              0xdc8a24c0                                         
?_SetSegVars@CLKRLinearHashTable@@AEAA?AW4LK_RETCODE@@W4LK_TABLESIZE@@K@Z                            0x20c065d5                                         
?_SplitRecordSet@CLKRLinearHashTable@@AEAA?AW4LK_RETCODE@@PEAVCNodeClump@@0KKK0@Z                    0xda7be4ad                                         
?_SubTable@CLKRHashTable@@AEBAPEAVCLKRLinearHashTable@@K@Z                                           0x45d2531a                                         
?_SubTableIndex@CLKRHashTable@@AEBAHPEAVCLKRLinearHashTable@@@Z                                      0x3dbe19ef                                         
?_TableLock@CLKRLinearHashTable@@AEAAXW4LK_LOCKTYPE@@@Z                                              0x68f0f32d                                         
?_TableUnlock@CLKRLinearHashTable@@AEAAXW4LK_LOCKTYPE@@@Z                                            0x288b5370                                         
?_TryLock@CSmallSpinLock@@AEAA_NXZ                                                                   0xaf9310f1                                         
?_TryLock@CSpinLock@@AEAA_NXZ                                                                        0x00fd11d8                                         
?_TryReadLock@CReaderWriterLock2@@AEAA_NXZ                                                           0xcd3fe95c                                         
?_TryReadLock@CReaderWriterLock3@@AEAA_NXZ                                                           0x529c9e9d                                         
?_TryReadLock@CReaderWriterLock3AR@@AEAA_NXZ                                                         0xa044b090                                         
?_TryReadLock@CReaderWriterLock@@AEAA_NXZ                                                            0x8c00124a                                         
?_TryReadLockRecursive@CReaderWriterLock3@@AEAA_NXZ                                                  0x8235f415                                         
?_TryReadLockRecursive@CReaderWriterLock3AR@@AEAA_NXZ                                                0x1b894408                                         
?_TryWriteLock2@CReaderWriterLock3@@AEAA_NXZ                                                         0x0ee7785e                                         
?_TryWriteLock2@CReaderWriterLock3AR@@AEAA_NXZ                                                       0x9aacfe91                                         
?_TryWriteLock@CReaderWriterLock2@@AEAA_NJ@Z                                                         0xbe2419bd                                         
?_TryWriteLock@CReaderWriterLock3@@AEAA_NJ@Z                                                         0xef17771e                                         
?_TryWriteLock@CReaderWriterLock3AR@@AEAA_NJ@Z                                                       0xc8a05f31                                         
?_TryWriteLock@CReaderWriterLock@@AEAA_NXZ                                                           0x0a11adf9                                         
?_Unlock@CSpinLock@@AEAAXXZ                                                                          0xdfc4c767                                         
?_WriteLockSpin@CReaderWriterLock2@@AEAAXXZ                                                          0x151a6351                                         
?_WriteLockSpin@CReaderWriterLock3@@AEAAXXZ                                                          0x1924f472                                         
?_WriteLockSpin@CReaderWriterLock3AR@@AEAAXXZ                                                        0xba30fe85                                         
?_WriteLockSpin@CReaderWriterLock@@AEAAXXZ                                                           0x60236d3f                                         
?_getFileSecurity@CExFileOperation@@AEAAJPEBG@Z                                                      0xa765f4b6                                         
?_setFileSecurity@CExFileOperation@@AEAAJPEBG@Z                                                      0xd3bf96c2                                         
?fHaveBackup@CEXAutoBackupFile@@QEAAHXZ                                                              0xe11613a5                                         
?s_aBucketSizes@?1??BucketSizes@CLKRHashTableStats@@SAPEBJXZ@4QBJB                                   0xfd6f7fde                                         
?sm_DefaultAllocator@CLKRHashTable@@0VCLKRhashDefaultAllocator@@A                                    0x12fe06fe                                         
?sm_dblDfltSpinAdjFctr@CCritSec@@1NA                                                                 0x42bae8e7                                         
?sm_dblDfltSpinAdjFctr@CFakeLock@@1NA                                                                0x85a7a57a                                         
?sm_dblDfltSpinAdjFctr@CReaderWriterLock2@@1NA                                                       0x65fe6b45                                         
?sm_dblDfltSpinAdjFctr@CReaderWriterLock3@@1NA                                                       0x685393e6                                         
?sm_dblDfltSpinAdjFctr@CReaderWriterLock3AR@@1NA                                                     0x4386c5f9                                         
?sm_dblDfltSpinAdjFctr@CReaderWriterLock@@1NA                                                        0x13983573                                         
?sm_dblDfltSpinAdjFctr@CSmallSpinLock@@1NA                                                           0x661e2056                                         
?sm_dblDfltSpinAdjFctr@CSpinLock@@1NA                                                                0x8563495d                                         
?sm_llGlobalList@CLKRHashTable@@0VCLockedDoubleList@@A                                               0x134a88b3                                         
?sm_llGlobalList@CLKRLinearHashTable@@0VCLockedDoubleList@@A                                         0x2b45040e                                         
?sm_lpOSVERSIONINFO@CMdVersionInfo@@0PEAU_OSVERSIONINFOW@@EA                                         0x7aa93304                                         
?sm_pfnSetCriticalSectionSpinCount@CCriticalSection@@0P6AKPEAU_RTL_CRITICAL_SECTION@@K@ZEA           0x51095d80                                         
?sm_pfnTryEnterCriticalSection@CCriticalSection@@0P6AHPEAU_RTL_CRITICAL_SECTION@@@ZEA                0x877fc700                                         
?sm_wDefaultSpinCount@CCritSec@@1GA                                                                  0x1f33e34b                                         
?sm_wDefaultSpinCount@CFakeLock@@1GA                                                                 0xf140093e                                         
?sm_wDefaultSpinCount@CReaderWriterLock2@@1GA                                                        0x30563f69                                         
?sm_wDefaultSpinCount@CReaderWriterLock3@@1GA                                                        0x32ab680a                                         
?sm_wDefaultSpinCount@CReaderWriterLock3AR@@1GA                                                      0x032808dd                                         
?sm_wDefaultSpinCount@CReaderWriterLock@@1GA                                                         0x02741437                                         
?sm_wDefaultSpinCount@CSmallSpinLock@@1GA                                                            0xa37726fa                                         
?sm_wDefaultSpinCount@CSpinLock@@1GA                                                                 0xf0fbad21                                         
DllBidEntryPoint                                                                                     0x1968718c                                         
DllMain                                                                                              0x79f31ec6                                         
FXMemAttach                                                                                          0x6c6bc457                                         
FXMemDetach                                                                                          0x725bceab                                         
GetAllocCounters                                                                                     0x911dd1a3                                         
GetIUMS                                                                                              0x511c1463                                         
IrtlAssert                                                                                           0x6382cab2                                         
IrtlTrace                                                                                            0x426a72cf                                         
MPCSInitialize                                                                                       0xb2103f2a                                         
MPCSUninitialize                                                                                     0xb695246d                                         
MPDeleteCriticalSection                                                                              0x0d51f315                                         
MPInitializeCriticalSection                                                                          0x7c5501d4                                         
MPInitializeCriticalSectionAndSpinCount                                                              0xc6af168a                                         
MpGetHeapHandle                                                                                      0x5ca66b4c                                         
MpHeapAlloc                                                                                          0xfacca74b                                         
MpHeapCreate                                                                                         0x59746554                                         
MpHeapDestroy                                                                                        0xb7aff7ea                                         
MpHeapFree                                                                                           0x1ee24062                                         
MpHeapReAlloc                                                                                        0xe9d204a2                                         
MpHeapSize                                                                                           0x1ee93dbb                                         
MpHeapValidate                                                                                       0x0543e6ea                                         
SetIUMS                                                                                              0xecd6ed6f                                         
SetMemHook                                                                                           0xa2c31701                                         
UMSEnterCSWraper                                                                                     0x0e1a669f                                         
mpCalloc                                                                                             0x64978050                                         
mpFree                                                                                               0x0e345ea4                                         
mpMalloc                                                                                             0x7beb169a                                         
mpRealloc                                                                                            0x82bea3c4                                         
