DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
??_8CaseInsensitiveStringComparer@UnBCL@@7B@                                                         0xd8d2dd84                                         
??_8Delegate@UnBCL@@7B@                                                                              0x05a572a2                                         
??_8FileStream@UnBCL@@7BIDisposable@1@@                                                              0x6080a353                                         
??_8FileStream@UnBCL@@7BStream@1@@                                                                   0x089cf770                                         
??_8FileSystemEnumerator@UnBCL@@7B@                                                                  0x696b050e                                         
??_8MemoryStream@UnBCL@@7BIDisposable@1@@                                                            0x1a3f4b2c                                         
??_8MemoryStream@UnBCL@@7BStream@1@@                                                                 0x1a9413a9                                         
??_8Monitor@UnBCL@@7B@                                                                               0xfc7df6cf                                         
??_8MultiSz@UnBCL@@7B?$SerializableBase@VMultiSz@UnBCL@@$0A@V?$DefaultInstanceFactory@VMultiSz@UnBCL@@@2@@1@@ 0x4376fdbb                                         
??_8MultiSz@UnBCL@@7B@                                                                               0xa6b4155f                                         
??_8MultiSz@UnBCL@@7BISerializable@1@@                                                               0x62a7ef70                                         
??_8Mutex@UnBCL@@7B@                                                                                 0xcaf06a3a                                         
??_8Mutex@UnBCL@@7BIDisposable@1@@                                                                   0x336d731a                                         
??_8Mutex@UnBCL@@7BWaitHandle@1@@                                                                    0xdc5284cc                                         
??_8OperatingSystem@UnBCL@@7B01@@                                                                    0x585d9696                                         
??_8OperatingSystem@UnBCL@@7B?$SerializableBase@VOperatingSystem@UnBCL@@$00V?$DefaultInstanceFactory@VOperatingSystem@UnBCL@@@2@@1@@ 0x3417a88c                                         
??_8OperatingSystem@UnBCL@@7BISerializable@1@@                                                       0x4bfa1de6                                         
??_8Process@UnBCL@@7B01@@                                                                            0x3bf5a6a7                                         
??_8Process@UnBCL@@7BIDisposable@1@@                                                                 0xb1929766                                         
??_8RegHandle@UnBCL@@7B@                                                                             0x5233f511                                         
??_8RegSubkeyEnumerator@UnBCL@@7B@                                                                   0x8d61dfda                                         
??_8Registry@UnBCL@@7B@                                                                              0x458cdc40                                         
??_8RegistryKey@UnBCL@@7B01@@                                                                        0x902e668a                                         
??_8RegistryKey@UnBCL@@7BIDisposable@1@@                                                             0xed41c369                                         
??_8SEHException@UnBCL@@7B@                                                                          0xfeaaa656                                         
??_8StreamReader@UnBCL@@7B@                                                                          0x3da5cee6                                         
??_8StreamReader@UnBCL@@7BIDisposable@1@@                                                            0x59bf94c6                                         
??_8StreamReader@UnBCL@@7BTextReader@1@@                                                             0x8869d4cf                                         
??_8StreamWriter@UnBCL@@7B@                                                                          0x88d92d70                                         
??_8StreamWriter@UnBCL@@7BIDisposable@1@@                                                            0x01009cd0                                         
??_8StreamWriter@UnBCL@@7BTextWriter@1@@                                                             0xe47e0963                                         
??_8StringPtr@UnBCL@@7B@                                                                             0x223f3054                                         
??_8Thread@UnBCL@@7B@                                                                                0x3315713f                                         
??_8UnicodeEncoding@UnBCL@@7B01@@                                                                    0x47c67596                                         
??_8UnicodeEncoding@UnBCL@@7BEncoding@1@@                                                            0x6e0b710d                                         
??_8Version@UnBCL@@7B01@@                                                                            0xa2654b4e                                         
??_8Version@UnBCL@@7B?$SerializableBase@VVersion@UnBCL@@$0A@V?$SimpleInstanceFactory@$1?OperatorNew@?$StaticOps@VVersion@UnBCL@@@_@UnBCL@@SAPEAUISerializable@4@XZ@2@@1@@ 0xe17db429                                         
??_8Version@UnBCL@@7BISerializable@1@@                                                               0x280fbd9e                                         
??_8WaitHandle@UnBCL@@7B01@@                                                                         0x3254a469                                         
??_8WaitHandle@UnBCL@@7BIDisposable@1@@                                                              0xcce637e8                                         
??_D?$Array@E@UnBCL@@QEAAXXZ                                                                         0xdcf7dd63                                         
??_D?$Array@G@UnBCL@@QEAAXXZ                                                                         0xf5622925                                         
??_D?$Array@H@UnBCL@@QEAAXXZ                                                                         0x01974f06                                         
??_D?$Array@PEAVObject@UnBCL@@@UnBCL@@QEAAXXZ                                                        0xe3ac0e75                                         
??_D?$Array@PEAVString@UnBCL@@@UnBCL@@QEAAXXZ                                                        0xa697bf75                                         
??_D?$ArrayList@G@UnBCL@@QEAAXXZ                                                                     0x8ae6c761                                         
??_D?$ArrayList@PEAVString@UnBCL@@@UnBCL@@QEAAXXZ                                                    0xeadc1d31                                         
??_D?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@IEAAXXZ                                               0x33a2b7b5                                         
??_D?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@QEAAXXZ                                             0x33493031                                         
??_D?$Stack@H@UnBCL@@QEAAXXZ                                                                         0x81b35d9d                                         
??_D?$Stack@PEAVObject@UnBCL@@@UnBCL@@QEAAXXZ                                                        0xc433fdec                                         
??_DASCIIEncoding@UnBCL@@QEAAXXZ                                                                     0x5e33050c                                         
??_DBufferedStream@UnBCL@@QEAAXXZ                                                                    0x1aabb42b                                         
??_DCaseInsensitiveStringComparer@UnBCL@@QEAAXXZ                                                     0x9f488639                                         
??_DDelegate@UnBCL@@QEAAXXZ                                                                          0xf6146ad7                                         
??_DFileStream@UnBCL@@QEAAXXZ                                                                        0x9caa2668                                         
??_DFileSystemEnumerator@UnBCL@@QEAAXXZ                                                              0x9ad98543                                         
??_DMemoryStream@UnBCL@@QEAAXXZ                                                                      0xb7f70e01                                         
??_DMonitor@UnBCL@@AEAAXXZ                                                                           0xd0ab4ff4                                         
??_DMultiSz@UnBCL@@QEAAXXZ                                                                           0x9e920294                                         
??_DMutex@UnBCL@@QEAAXXZ                                                                             0xea6b99ef                                         
??_DOperatingSystem@UnBCL@@QEAAXXZ                                                                   0xd6f09c0a                                         
??_DProcess@UnBCL@@QEAAXXZ                                                                           0xf6d4623b                                         
??_DRegHandle@UnBCL@@QEAAXXZ                                                                         0x701ede46                                         
??_DRegSubkeyEnumerator@UnBCL@@QEAAXXZ                                                               0xebec848f                                         
??_DRegistry@UnBCL@@QEAAXXZ                                                                          0x48b37375                                         
??_DRegistryKey@UnBCL@@QEAAXXZ                                                                       0x594ec47e                                         
??_DSEHException@UnBCL@@QEAAXXZ                                                                      0xfd92be8b                                         
??_DStreamReader@UnBCL@@QEAAXXZ                                                                      0x200faf1b                                         
??_DStreamWriter@UnBCL@@QEAAXXZ                                                                      0x7b8342a5                                         
??_DStringPtr@UnBCL@@QEAAXXZ                                                                         0x7e0c0309                                         
??_DThread@UnBCL@@QEAAXXZ                                                                            0xef8e5cf4                                         
??_DUnicodeEncoding@UnBCL@@QEAAXXZ                                                                   0xb3755b0a                                         
??_DVersion@UnBCL@@QEAAXXZ                                                                           0x2b389bc2                                         
??_DWaitHandle@UnBCL@@QEAAXXZ                                                                        0x8c300cbd                                         
?ASCII_CODEPAGE@ASCIIEncoding@UnBCL@@0HB                                                             0xa577f642                                         
?Add@?$Array@E@UnBCL@@UEAAHE@Z                                                                       0xbba59c6b                                         
?Add@?$Array@G@UnBCL@@UEAAHG@Z                                                                       0xe15968ef                                         
?Add@?$Array@H@UnBCL@@UEAAHH@Z                                                                       0x74334f31                                         
?Add@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEAAHPEAVObject@2@@Z                                          0xb0efeb0d                                         
?Add@?$Array@PEAVString@UnBCL@@@UnBCL@@UEAAHPEAVString@2@@Z                                          0xe51cad0d                                         
?Add@?$ArrayList@G@UnBCL@@UEAAHG@Z                                                                   0xa034fa2b                                         
?Add@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEAAHPEAVString@2@@Z                                      0xa2af57c9                                         
?Add@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEAAHPEAVObject@2@@Z                                 0x56d2b335                                         
?Add@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEAAXPEAVString@2@0@Z                              0x7c3eb709                                         
?Add@DateTime@UnBCL@@QEBA?AV12@AEBVTimeSpan@2@@Z                                                     0x1a22e6ab                                         
?Add@MultiSz@UnBCL@@QEAAXPEBG@Z                                                                      0x17684681                                         
?Add@StreamCounter@UnBCL@@QEAAX_J@Z                                                                  0xc3828620                                         
?Add@TimeSpan@UnBCL@@QEBA?AV12@AEBV12@@Z                                                             0xa9fc6a4f                                         
?Add@XmlAttributeCollection@XmlLite@UnBCL@@IEAAXPEAVXmlAttribute@23@@Z                               0x57cabdc9                                         
?Add@XmlNodeList@XmlLite@UnBCL@@IEAAXPEAVXmlNode@23@@Z                                               0x23ec1f7d                                         
?Add@XmlSchemaSet@UnBCL@@QEAAXPEAVString@2@PEAVXmlDocument@2@@Z                                      0x0cdddd3c                                         
?AddDictionary@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@AEAAXPEBU?$IDictionary@PEAVString@UnBCL@@PEAV12@@2@@Z 0x8243168c                                         
?AddNamespace@XmlNamespaceManager@UnBCL@@QEAAXPEAVString@2@0@Z                                       0xebdafbd6                                         
?AddRange@?$ArrayList@G@UnBCL@@UEAAXPEBU?$ICollection@G@2@@Z                                         0x56a19b3e                                         
?AddRange@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEAAXPEBU?$ICollection@PEAVString@UnBCL@@@2@@Z       0x095b8e3e                                         
?AddRef@Object@UnBCL@@QEAAXXZ                                                                        0xce4af297                                         
?AddStackTrace@Exception@UnBCL@@QEAAXPEBD@Z                                                          0x6f97757a                                         
?Alloc@Allocator@UnBCL@@SAPEAX_KI@Z                                                                  0x8c60ed13                                         
?Alloc@HeapMemoryManager@UnBCL@@UEAAPEAX_K@Z                                                         0xa93bb783                                         
?AllocDbg@Allocator@UnBCL@@SAPEAX_KPEBDHI@Z                                                          0x9cf997a3                                         
?AllocDbg@HeapMemoryManager@UnBCL@@UEAAPEAXPEBDH_K@Z                                                 0x2c97fe73                                         
?AllocSysString@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAPEAGXZ             0x394cd4b1                                         
?Append@?$CSimpleStringT@G$0A@@ATL@@QEAAXAEBV12@@Z                                                   0x0ea7c97f                                         
?Append@?$CSimpleStringT@G$0A@@ATL@@QEAAXPEBG@Z                                                      0x69280e7c                                         
?Append@?$CSimpleStringT@G$0A@@ATL@@QEAAXPEBGH@Z                                                     0x8e29fd04                                         
?Append@MutableString@UnBCL@@QEAAXG@Z                                                                0x5c854182                                         
?Append@MutableString@UnBCL@@QEAAXPEBG@Z                                                             0x039ddff9                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@G@Z                                                          0xaa31d316                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@GH@Z                                                         0xf06c54de                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@H@Z                                                          0xaa31d757                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@PEBG@Z                                                       0xd19df90d                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@PEBGHH@Z                                                     0xb1048f5d                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@PEBVString@2@@Z                                              0x69fcdc05                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@PEBVString@2@HH@Z                                            0xdca81055                                         
?Append@StringBuilder@UnBCL@@QEAAPEAV12@_J@Z                                                         0xf0798678                                         
?AppendChar@?$CSimpleStringT@G$0A@@ATL@@QEAAXG@Z                                                     0xdec4b863                                         
?AppendChild@XmlNode@UnBCL@@QEAAPEAV12@PEAV12@@Z                                                     0x8d01fdfb                                         
?AppendEscapedString@StringBuilder@UnBCL@@QEAAPEAV12@PEBGW4EscapingRules@2@@Z                        0x2d8a4a2b                                         
?AppendFormat@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAXIZZ                 0xc5224116                                         
?AppendFormat@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAXPEBGZZ              0x7c5edc0b                                         
?AppendFormatV@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAXPEBGPEAD@Z         0xbb1a7aa1                                         
?AppendNewLine@StringBuilder@UnBCL@@QEAAPEAV12@XZ                                                    0xb309b519                                         
?Assign@?$SmartPtr@V?$Array@E@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                          0x075a2249                                         
?Assign@?$SmartPtr@V?$Array@E@UnBCL@@@UnBCL@@AEAAXPEAV?$Array@E@2@@Z                                 0x98c1d6cd                                         
?Assign@?$SmartPtr@V?$Array@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                         0x6c57733b                                         
?Assign@?$SmartPtr@V?$Array@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXPEAV?$Array@PEAVString@UnBCL@@@2@@Z 0xdb702c51                                         
?Assign@?$SmartPtr@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                     0x7f1eb5f7                                         
?Assign@?$SmartPtr@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXPEAV?$ArrayList@PEAVString@UnBCL@@@2@@Z 0x19ae45c9                                         
?Assign@?$SmartPtr@VDecoder@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                            0x3f564358                                         
?Assign@?$SmartPtr@VDecoder@UnBCL@@@UnBCL@@AEAAXPEAVDecoder@2@@Z                                     0x9b78b46b                                         
?Assign@?$SmartPtr@VEncoding@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                           0x099d5a49                                         
?Assign@?$SmartPtr@VEncoding@UnBCL@@@UnBCL@@AEAAXPEAVEncoding@2@@Z                                   0x67ad436d                                         
?Assign@?$SmartPtr@VObject@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                             0xff631bb9                                         
?Assign@?$SmartPtr@VObject@UnBCL@@@UnBCL@@AEAAXPEAVObject@2@@Z                                       0x717d998d                                         
?Assign@?$SmartPtr@VSerializationId@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                    0xa65a80cd                                         
?Assign@?$SmartPtr@VSerializationId@UnBCL@@@UnBCL@@AEAAXPEAVSerializationId@2@@Z                     0x7dd0bf15                                         
?Assign@?$SmartPtr@VSerializationStream@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                0xe5f33a2c                                         
?Assign@?$SmartPtr@VSerializationStream@UnBCL@@@UnBCL@@AEAAXPEAVSerializationStream@2@@Z             0x7e6e3213                                         
?Assign@?$SmartPtr@VStream@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                             0xd20b54ce                                         
?Assign@?$SmartPtr@VStream@UnBCL@@@UnBCL@@AEAAXPEAVStream@2@@Z                                       0x01ff89d7                                         
?Assign@?$SmartPtr@VString@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                             0x701dacb9                                         
?Assign@?$SmartPtr@VString@UnBCL@@@UnBCL@@AEAAXPEAVString@2@@Z                                       0xa5aa5b8d                                         
?Assign@?$SmartPtr@VVersion@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                            0x35f7f488                                         
?Assign@?$SmartPtr@VVersion@UnBCL@@@UnBCL@@AEAAXPEAVVersion@2@@Z                                     0x98e8eacb                                         
?Assign@?$SmartPtr@VXmlNamespaceManager@UnBCL@@@UnBCL@@AEAAXAEBV12@@Z                                0x653abbfb                                         
?Assign@?$SmartPtr@VXmlNamespaceManager@UnBCL@@@UnBCL@@AEAAXPEAVXmlNamespaceManager@2@@Z             0xaba21a71                                         
?Attach@?$CSimpleStringT@G$0A@@ATL@@AEAAXPEAUCStringData@2@@Z                                        0xbb4accfc                                         
?BinarySearch@?$Array@E@UnBCL@@SAHPEBV12@EPEAU?$IComparer@E@2@@Z                                     0xed1f6f2c                                         
?BinarySearch@?$Array@G@UnBCL@@SAHPEBV12@GPEAU?$IComparer@G@2@@Z                                     0x76b2a832                                         
?BinarySearch@?$Array@H@UnBCL@@SAHPEBV12@HPEAU?$IComparer@H@2@@Z                                     0xbb7c44b5                                         
?BinarySearch@?$Array@PEAVObject@UnBCL@@@UnBCL@@SAHPEBV12@PEAVObject@2@PEAU?$IComparer@PEAVObject@UnBCL@@@2@@Z 0x30e17a80                                         
?BinarySearch@?$Array@PEAVString@UnBCL@@@UnBCL@@SAHPEBV12@PEAVString@2@PEAU?$IComparer@PEAVString@UnBCL@@@2@@Z 0x3b288d80                                         
?BinarySearch@?$ArrayList@G@UnBCL@@AEAAHHHGPEAU?$IComparer@G@2@@Z                                    0xfbd63922                                         
?BinarySearch@?$ArrayList@G@UnBCL@@SAHPEAV12@GPEAU?$IComparer@G@2@@Z                                 0xedea8e8d                                         
?BinarySearch@?$ArrayList@G@UnBCL@@UEAAHGPEAU?$IComparer@G@2@@Z                                      0x4fb4d326                                         
?BinarySearch@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@AEAAHHHPEAVString@2@PEAU?$IComparer@PEAVString@UnBCL@@@2@@Z 0x84fa09f0                                         
?BinarySearch@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@SAHPEAV12@PEAVString@2@PEAU?$IComparer@PEAVString@UnBCL@@@2@@Z 0xc06da53b                                         
?BinarySearch@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEAAHPEAVString@2@PEAU?$IComparer@PEAVString@UnBCL@@@2@@Z 0xb605d674                                         
?BlocksAllocated@Allocator@UnBCL@@SAII@Z                                                             0xa7803560                                         
?CanRegister@SerializationStream@UnBCL@@SAHXZ                                                        0xf82b5367                                         
?CharToOemA@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEAAXXZ                    0x092e6bcd                                         
?CheckImplicitLoad@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@AEAA_NPEBX@Z        0xc43acb3f                                         
?CheckInvalidPathChars@Path@UnBCL@@CAXPEBVString@2@@Z                                                0x21c94c94                                         
?CheckPathTooLong@Path@UnBCL@@KAXPEBVString@2@@Z                                                     0x9ff4cc66                                         
?Clear@?$Array@E@UnBCL@@UEAAXXZ                                                                      0x0d0b72cc                                         
?Clear@?$Array@G@UnBCL@@UEAAXXZ                                                                      0x2575be8e                                         
?Clear@?$Array@H@UnBCL@@UEAAXXZ                                                                      0x31aae46f                                         
?Clear@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEAAXXZ                                                     0x1d535a7e                                         
?Clear@?$Array@PEAVString@UnBCL@@@UnBCL@@UEAAXXZ                                                     0xe03f0b7e                                         
?Clear@?$ArrayList@G@UnBCL@@UEAAXXZ                                                                  0x3a9f074a                                         
?Clear@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEAAXXZ                                                 0x1e6263ba                                         
?Clear@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEAAXXZ                                            0xeb84df66                                         
?Clear@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEAAXXZ                                          0x2a67af1a                                         
?Clear@?$Stack@H@UnBCL@@UEAAXXZ                                                                      0xb1c6f306                                         
?Clear@?$Stack@PEAVObject@UnBCL@@@UnBCL@@UEAAXXZ                                                     0xfddb49f5                                         
?Clone@?$Array@E@UnBCL@@UEBAPEAVObject@2@XZ                                                          0xfadef4d4                                         
?Clone@?$Array@G@UnBCL@@UEBAPEAVObject@2@XZ                                                          0x0016f396                                         
?Clone@?$Array@H@UnBCL@@UEBAPEAVObject@2@XZ                                                          0x82b2f2f7                                         
?Clone@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAPEAVObject@2@XZ                                         0x7ba3d8c6                                         
?Clone@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAPEAVObject@2@XZ                                         0xaca109c6                                         
?Clone@?$ArrayList@G@UnBCL@@UEBAPEAVObject@2@XZ                                                      0x48445b52                                         
?Clone@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAPEAVObject@2@XZ                                     0xb46a6102                                         
?Clone@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAPEAVObject@2@XZ                              0x2f629922                                         
?Clone@?$Stack@H@UnBCL@@UEBAPEAVObject@2@XZ                                                          0x10629c0e                                         
?Clone@?$Stack@PEAVObject@UnBCL@@@UnBCL@@UEBAPEAVObject@2@XZ                                         0xfdb7b2bd                                         
?Clone@MultiSz@UnBCL@@UEBAPEAVObject@2@XZ                                                            0x1fa70bc5                                         
?Clone@Object@UnBCL@@UEBAPEAV12@XZ                                                                   0xb47bf53e                                         
?Clone@OperatingSystem@UnBCL@@UEBAPEAVObject@2@XZ                                                    0x5e84a53b                                         
?Clone@String@UnBCL@@UEBAPEAVObject@2@XZ                                                             0x0f769d04                                         
?Clone@Version@UnBCL@@UEBAPEAVObject@2@XZ                                                            0xe50ed9f3                                         
?CloneData@?$CSimpleStringT@G$0A@@ATL@@CAPEAUCStringData@2@PEAU32@@Z                                 0xdcd49a86                                         
?CloneNode@XmlNode@UnBCL@@QEAAPEAV12@H@Z                                                             0x7112feef                                         
?Close@BufferedStream@UnBCL@@UEAAXXZ                                                                 0xab26b9c3                                         
?Close@FileStream@UnBCL@@UEAAXXZ                                                                     0xe0fb0200                                         
?Close@MemoryStream@UnBCL@@UEAAXXZ                                                                   0xb5e45e99                                         
?Close@Process@UnBCL@@QEAAXXZ                                                                        0xd5eef34f                                         
?Close@RegHandle@UnBCL@@QEAAXXZ                                                                      0x8022045a                                         
?Close@RegistryKey@UnBCL@@QEAAXXZ                                                                    0x76b3bf92                                         
?Close@SerializationStream@UnBCL@@QEAAXXZ                                                            0xb68c1f7a                                         
?Close@StreamReader@UnBCL@@UEAAXXZ                                                                   0x1dfcffb3                                         
?Close@StreamWriter@UnBCL@@IEAAXH@Z                                                                  0x946cb941                                         
?Close@StreamWriter@UnBCL@@UEAAXXZ                                                                   0x7970933d                                         
?Collate@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAHPEBG@Z                   0xa45b48c5                                         
?CollateNoCase@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAHPEBG@Z             0xb653fc3e                                         
?Combine@Path@UnBCL@@SAPEAVString@2@PEBV32@0@Z                                                       0x4f0e2687                                         
?Compare@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAHPEBG@Z                   0xa4477a48                                         
?Compare@CaseInsensitiveStringComparer@UnBCL@@EEAAHPEAVString@2@0@Z                                  0x1d1f2acf                                         
?Compare@String@UnBCL@@SAHPEBG0H@Z                                                                   0x27874262                                         
?Compare@String@UnBCL@@SAHPEBGPEBV12@H@Z                                                             0xaaad6ee2                                         
?Compare@String@UnBCL@@SAHPEBV12@0H@Z                                                                0xe3fc2a34                                         
?Compare@String@UnBCL@@SAHPEBV12@PEBGH@Z                                                             0xe2038ca2                                         
?CompareNoCase@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@QEBAHPEBG@Z             0x40ee0401                                         
?CompareTo@Char@UnBCL@@UEBAHPEBVObject@2@@Z                                                          0x99337955                                         
?CompareTo@DateTime@UnBCL@@QEBAHAEBV12@@Z                                                            0xd7244b6b                                         
?CompareTo@DateTime@UnBCL@@UEBAHPEBVObject@2@@Z                                                      0x4d2009c4                                         
?CompareTo@Object@UnBCL@@UEBAHPEBV12@@Z                                                              0xfbc9a568                                         
?CompareTo@String@UnBCL@@QEBAHPEBG@Z                                                                 0x69634592                                         
?CompareTo@String@UnBCL@@QEBAHPEBGH@Z                                                                0x95cc16da                                         
?CompareTo@String@UnBCL@@UEBAHPEBVObject@2@@Z                                                        0x190856ae                                         
?CompareTo@TimeSpan@UnBCL@@UEBAHPEBVObject@2@@Z                                                      0x927f5758                                         
?CompareTo@Version@UnBCL@@UEBAHPEBVObject@2@@Z                                                       0xd8f83c9d                                         
?Concat@String@UnBCL@@SAPEAV12@HZZ                                                                   0x12f74406                                         
?Concat@String@UnBCL@@SAPEAV12@PEBG000@Z                                                             0x2a5d13d2                                         
?Concat@String@UnBCL@@SAPEAV12@PEBG00@Z                                                              0x10cc86a2                                         
?Concat@String@UnBCL@@SAPEAV12@PEBG0@Z                                                               0xbab0df72                                         
?Concat@String@UnBCL@@SAPEAV12@PEBG@Z                                                                0x7a055e42                                         
?Concatenate@?$CSimpleStringT@G$0A@@ATL@@KAXAEAV12@PEBGH1H@Z                                         0xe3f4193e                                         
?Construct@?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@SAXPEAV12@@Z                0xeeec83a2                                         
?Contains@?$Array@E@UnBCL@@UEBAHE@Z                                                                  0x56655582                                         
?Contains@?$Array@G@UnBCL@@UEBAHG@Z                                                                  0x7c192206                                         
?Contains@?$Array@H@UnBCL@@UEBAHH@Z                                                                  0x0ef30848                                         
?Contains@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAHQEAVObject@2@@Z                                     0xdb324725                                         
?Contains@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAHQEAVString@2@@Z                                     0x0f5f0925                                         
?Contains@?$ArrayList@G@UnBCL@@UEBAHG@Z                                                              0x9613fe42                                         
?Contains@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAHQEAVString@2@@Z                                 0x0e48dee1                                         
?Contains@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEBAHQEAVObject@2@@Z                            0x07752c0d                                         
?Contains@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHPEAVString@2@@Z                          0x8fc1e180                                         
?Contains@?$Stack@H@UnBCL@@UEBAHH@Z                                                                  0x9290e9bf                                         
?Contains@?$Stack@PEAVObject@UnBCL@@@UnBCL@@UEBAHPEAVObject@2@@Z                                     0xfc79f23b                                         
?Contains@MultiSz@UnBCL@@QEBAHPEBGH@Z                                                                0xa1aefeb0                                         
?Contains@XmlSchemaSet@UnBCL@@QEAAHPEAVString@2@@Z                                                   0x1469c9d4                                         
?ContainsKey@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHPEAVString@2@@Z                       0xd9cb7569                                         
?ContainsValue@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAHPEAVString@2@@Z                     0x3ce6899d                                         
?Copy@?$ArrayList@G@UnBCL@@SAXPEBV12@HPEAV12@HH@Z                                                    0x815544b5                                         
?Copy@?$ArrayList@G@UnBCL@@SAXPEBV12@PEAV12@H@Z                                                      0xdf57d745                                         
?Copy@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@SAXPEBV12@HPEAV12@HH@Z                                   0xb62eb1a5                                         
?Copy@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@SAXPEBV12@PEAV12@H@Z                                     0x00114835                                         
?Copy@Directory@UnBCL@@SAXPEBVString@2@0HPEAUICopyDelegate@12@@Z                                     0xc61ae629                                         
?Copy@File@UnBCL@@SAPEAVString@2@PEBV32@0H@Z                                                         0x82d36400                                         
?Copy@String@UnBCL@@SAPEAV12@PEBV12@@Z                                                               0x9c3cc097                                         
?CopyChars@?$CSimpleStringT@G$0A@@ATL@@SAXPEAGPEBGH@Z                                                0x20cd4351                                         
?CopyChars@?$CSimpleStringT@G$0A@@ATL@@SAXPEAG_KPEBGH@Z                                              0x169cf8db                                         
?CopyCharsOverlapped@?$CSimpleStringT@G$0A@@ATL@@SAXPEAGPEBGH@Z                                      0x5c950783                                         
