DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
??0ApplicationException@UnBCL@@QEAA@PEAVException@1@PEBG@Z                                           0x85a3b806                                         
??0ApplicationException@UnBCL@@QEAA@PEAVString@1@@Z                                                  0xc38ca510                                         
??0ApplicationException@UnBCL@@QEAA@PEBG@Z                                                           0x32d0b15a                                         
??0ApplicationException@UnBCL@@QEAA@XZ                                                               0xefb50754                                         
??0ArgumentException@UnBCL@@QEAA@$$QEAV01@@Z                                                         0x09be7c81                                         
??0ArgumentException@UnBCL@@QEAA@AEBV01@@Z                                                           0x8e3e0b2a                                         
??0ArgumentException@UnBCL@@QEAA@PEBG@Z                                                              0x6086b829                                         
??0ArgumentException@UnBCL@@QEAA@PEBVString@1@@Z                                                     0x9153ce40                                         
??0ArgumentException@UnBCL@@QEAA@PEBVString@1@PEAVException@1@@Z                                     0x3cf1e6ec                                         
??0ArgumentException@UnBCL@@QEAA@XZ                                                                  0xc431fea3                                         
??0ArgumentNullException@UnBCL@@QEAA@$$QEAV01@@Z                                                     0x79abdc7c                                         
??0ArgumentNullException@UnBCL@@QEAA@AEBV01@@Z                                                       0xddcd3065                                         
??0ArgumentNullException@UnBCL@@QEAA@PEBG@Z                                                          0xc50e6f44                                         
??0ArgumentNullException@UnBCL@@QEAA@PEBVString@1@@Z                                                 0xf896b3bb                                         
??0ArgumentNullException@UnBCL@@QEAA@PEBVString@1@PEAVException@1@@Z                                 0x5e0e6267                                         
??0ArgumentNullException@UnBCL@@QEAA@XZ                                                              0xad7c603e                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@$$QEAV01@@Z                                               0x3ae2c73b                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@AEBV01@@Z                                                 0xb67c5f64                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@PEBG@Z                                                    0x1688e6a3                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@PEBVString@1@@Z                                           0xfcb2e5fa                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@PEBVString@1@PEAVException@1@@Z                           0xcbed32a6                                         
??0ArgumentOutOfRangeException@UnBCL@@QEAA@XZ                                                        0x4a7c001d                                         
??0ArithmeticException@UnBCL@@QEAA@$$QEAV01@@Z                                                       0x25729748                                         
??0ArithmeticException@UnBCL@@QEAA@AEBV01@@Z                                                         0x42cec831                                         
??0ArithmeticException@UnBCL@@QEAA@PEBG@Z                                                            0x4ff63a90                                         
??0ArithmeticException@UnBCL@@QEAA@PEBVString@1@@Z                                                   0x4b95f487                                         
??0ArithmeticException@UnBCL@@QEAA@PEBVString@1@PEAVException@1@@Z                                   0x4d2dbb33                                         
??0ArithmeticException@UnBCL@@QEAA@XZ                                                                0x818a658a                                         
??0BufferedStream@UnBCL@@QEAA@AEBV01@@Z                                                              0xb50b8267                                         
??0BufferedStream@UnBCL@@QEAA@PEAVStream@1@K@Z                                                       0x40f2b21c                                         
??0CaseInsensitiveStringComparer@UnBCL@@QEAA@$$QEAV01@@Z                                             0xf953052c                                         
??0CaseInsensitiveStringComparer@UnBCL@@QEAA@AEBV01@@Z                                               0x6f326d15                                         
??0CaseInsensitiveStringComparer@UnBCL@@QEAA@XZ                                                      0xa1f982ee                                         
??0Char@UnBCL@@QEAA@AEBV01@@Z                                                                        0xe2cc4f96                                         
??0Char@UnBCL@@QEAA@G@Z                                                                              0x996feb1e                                         
??0Char@UnBCL@@QEAA@XZ                                                                               0x59fba48f                                         
??0ConsoleLogHandler@UnBCL@@QEAA@$$QEAV01@@Z                                                         0x1d0bd3e2                                         
??0ConsoleLogHandler@UnBCL@@QEAA@AEBV01@@Z                                                           0x41dc164b                                         
??0ConsoleLogHandler@UnBCL@@QEAA@XZ                                                                  0x941abce4                                         
??0DateTime@UnBCL@@IEAA@_JH@Z                                                                        0x11b419af                                         
??0DateTime@UnBCL@@QEAA@AEBV01@@Z                                                                    0x9532c345                                         
??0DateTime@UnBCL@@QEAA@HHHHHHH@Z                                                                    0x3853977e                                         
??0DateTime@UnBCL@@QEAA@_J@Z                                                                         0x6e1f49cf                                         
??0Decoder@UnBCL@@QEAA@$$QEAV01@@Z                                                                   0x413acfe5                                         
??0Decoder@UnBCL@@QEAA@AEBV01@@Z                                                                     0x7306358e                                         
??0Decoder@UnBCL@@QEAA@XZ                                                                            0x8878d187                                         
??0Delegate@UnBCL@@QEAA@$$QEAV01@@Z                                                                  0x66c8296a                                         
??0Delegate@UnBCL@@QEAA@AEBV01@@Z                                                                    0x9ff569d3                                         
??0Delegate@UnBCL@@QEAA@XZ                                                                           0x7546796c                                         
??0DirectoryInfo@UnBCL@@QEAA@$$QEAV01@@Z                                                             0xc75cdc70                                         
??0DirectoryInfo@UnBCL@@QEAA@AEBV01@@Z                                                               0x9795a359                                         
??0DirectoryInfo@UnBCL@@QEAA@XZ                                                                      0xc0a2fdb2                                         
??0Encoding@UnBCL@@IEAA@H@Z                                                                          0x6ad28c00                                         
??0Encoding@UnBCL@@QEAA@$$QEAV01@@Z                                                                  0x471a6896                                         
??0Encoding@UnBCL@@QEAA@AEBV01@@Z                                                                    0x7615edff                                         
??0Environment@UnBCL@@AEAA@XZ                                                                        0xb37525b6                                         
??0Exception@UnBCL@@QEAA@AEBV01@@Z                                                                   0xb0267427                                         
??0Exception@UnBCL@@QEAA@PEAV01@PEBG@Z                                                               0xce32f813                                         
??0Exception@UnBCL@@QEAA@PEBG@Z                                                                      0x735e7a46                                         
??0Exception@UnBCL@@QEAA@PEBVString@1@@Z                                                             0x3d3840fd                                         
??0Exception@UnBCL@@QEAA@PEBVString@1@PEAV01@@Z                                                      0x5e85deaa                                         
??0Exception@UnBCL@@QEAA@XZ                                                                          0x7bcb3a40                                         
??0ExternalException@UnBCL@@QEAA@$$QEAV01@@Z                                                         0xd64f7b21                                         
??0ExternalException@UnBCL@@QEAA@AEBV01@@Z                                                           0x173ee1ca                                         
??0ExternalException@UnBCL@@QEAA@PEBG@Z                                                              0x623612c9                                         
??0ExternalException@UnBCL@@QEAA@PEBGPEAVException@1@@Z                                              0x08761d75                                         
??0ExternalException@UnBCL@@QEAA@PEBVString@1@@Z                                                     0x25831ce0                                         
??0ExternalException@UnBCL@@QEAA@PEBVString@1@PEAVException@1@@Z                                     0x7a2a758c                                         
??0ExternalException@UnBCL@@QEAA@XZ                                                                  0x081d0943                                         
??0FileStream@UnBCL@@QEAA@AEBV01@@Z                                                                  0xe1288f84                                         
??0FileStream@UnBCL@@QEAA@PEAXW4FileAccess@1@@Z                                                      0xd90b28a1                                         
??0FileStream@UnBCL@@QEAA@PEBVString@1@W4FileMode@1@W4FileAccess@1@W4FileShare@1@K@Z                 0x0d5183c3                                         
??0FileSystemEnumerator@UnBCL@@QEAA@AEBV01@@Z                                                        0x260a8e3f                                         
??0FileSystemEnumerator@UnBCL@@QEAA@PEBG0@Z                                                          0x6094300e                                         
??0FormatException@UnBCL@@QEAA@$$QEAV01@@Z                                                           0x5ad3b3e7                                         
??0FormatException@UnBCL@@QEAA@AEBV01@@Z                                                             0x31b23110                                         
??0FormatException@UnBCL@@QEAA@PEAVString@1@@Z                                                       0x00033f25                                         
??0FormatException@UnBCL@@QEAA@PEAVString@1@PEAVException@1@@Z                                       0xd96881d1                                         
??0FormatException@UnBCL@@QEAA@PEBG@Z                                                                0xaa1c37cf                                         
??0FormatException@UnBCL@@QEAA@XZ                                                                    0x3d9d9b49                                         
??0HeapMemoryManager@UnBCL@@QEAA@AEBV01@@Z                                                           0xd7e2f80a                                         
??0HeapMemoryManager@UnBCL@@QEAA@XZ                                                                  0x6469a783                                         
??0IDisposable@UnBCL@@QEAA@$$QEAU01@@Z                                                               0x1caec51d                                         
??0IDisposable@UnBCL@@QEAA@AEBU01@@Z                                                                 0xf5b6e086                                         
??0IDisposable@UnBCL@@QEAA@XZ                                                                        0x79fe6f40                                         
??0IInstanceFactory@UnBCL@@QEAA@$$QEAU01@@Z                                                          0xcf6b1544                                         
??0IInstanceFactory@UnBCL@@QEAA@AEBU01@@Z                                                            0xa502faed                                         
??0IInstanceFactory@UnBCL@@QEAA@XZ                                                                   0x813a7f87                                         
??0IPoolable@UnBCL@@QEAA@$$QEAU01@@Z                                                                 0x1fc0cce5                                         
??0IPoolable@UnBCL@@QEAA@AEBU01@@Z                                                                   0x0b94564e                                         
??0IPoolable@UnBCL@@QEAA@XZ                                                                          0xffcc5608                                         
??0ISerializable@UnBCL@@QEAA@$$QEAU01@@Z                                                             0x10cb390e                                         
??0ISerializable@UnBCL@@QEAA@AEBU01@@Z                                                               0xff93a437                                         
??0ISerializable@UnBCL@@QEAA@XZ                                                                      0xf4636811                                         
??0IndexOutOfRangeException@UnBCL@@QEAA@$$QEAV01@@Z                                                  0xf0553df0                                         
